participante,idioma,estado,atenção,motivo de exclusão,código do item,classificação,ordem,estímulo,época,condição,modelo,tempo da resposta (s),mediana do item (s),ritmo relativo,ritmo demasiado rápido
P044,Português,concluído,Sim,,s04__E3__pipeline,7,18,s04,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,13,17,0.765,Não
P044,Português,concluído,Sim,,s07__E2__baseline,3,19,s07,E2,linha de base,facebook/blenderbot-400M-distill,9,15,0.600,Não
P044,Português,concluído,Sim,,s10__E1__pipeline,1,20,s10,E1,pipeline,microsoft/DialoGPT-medium,9,10,0.900,Não
P044,Português,concluído,Sim,,s03__E4__pipeline,7,21,s03,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,21,22,0.955,Não
P044,Português,concluído,Sim,,s06__E1__baseline,1,22,s06,E1,linha de base,microsoft/DialoGPT-medium,9,16,0.563,Não
P044,Português,concluído,Sim,,s06__E4__baseline,5,23,s06,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,11,20,0.550,Não
P044,Português,concluído,Sim,,s04__E3__baseline,7,24,s04,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,9,17,0.529,Não
P045,Português,em curso,,,,,,,,,,,,,
P046,Português,em curso,,,,,,,,,,,,,
P047,Português,concluído,Não,falha no item de atenção,s04__E3__pipeline,7,1,s04,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,,17,,Não
P047,Português,concluído,Não,falha no item de atenção,s12__E3__baseline,7,2,s12,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,21,21,1.000,Não
P047,Português,concluído,Não,falha no item de atenção,s01__E2__baseline,7,3,s01,E2,linha de base,facebook/blenderbot-400M-distill,14,14,1.000,Não
P047,Português,concluído,Não,falha no item de atenção,s05__E3__pipeline,7,4,s05,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,18,18,1.000,Não
P047,Português,concluído,Não,falha no item de atenção,s08__E1__baseline,1,5,s08,E1,linha de base,microsoft/DialoGPT-medium,11,6,1.833,Não
P047,Português,concluído,Não,falha no item de atenção,s04__E3__baseline,7,6,s04,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,12,17,0.706,Não
P047,Português,concluído,Não,falha no item de atenção,s12__E4__pipeline,6,7,s12,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,8,13,0.615,Não
P047,Português,concluído,Não,falha no item de atenção,s03__E1__pipeline,1,8,s03,E1,pipeline,microsoft/DialoGPT-medium,7,11,0.636,Não
P047,Português,concluído,Não,falha no item de atenção,s09__E1__baseline,1,9,s09,E1,linha de base,microsoft/DialoGPT-medium,8,11,0.727,Não
P047,Português,concluído,Não,falha no item de atenção,s07__E2__baseline,3,10,s07,E2,linha de base,facebook/blenderbot-400M-distill,8,15,0.533,Não
P047,Português,concluído,Não,falha no item de atenção,s06__E4__pipeline,7,11,s06,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,17,13,1.308,Não
P047,Português,concluído,Não,falha no item de atenção,s06__E1__baseline,3,12,s06,E1,linha de base,microsoft/DialoGPT-medium,9,16,0.563,Não
P047,Português,concluído,Não,falha no item de atenção,s05__E4__baseline,7,13,s05,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,13,13.5,0.963,Não
P047,Português,concluído,Não,falha no item de atenção,s09__E3__baseline,7,14,s09,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,11,26.5,0.415,Não
P047,Português,concluído,Não,falha no item de atenção,s02__E2__baseline,7,15,s02,E2,linha de base,facebook/blenderbot-400M-distill,15,15,1.000,Não
P047,Português,concluído,Não,falha no item de atenção,s01__E3__pipeline,5,16,s01,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,13,19.5,0.667,Não
P047,Português,concluído,Não,falha no item de atenção,s07__E3__baseline,7,17,s07,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,10,24,0.417,Não
P047,Português,concluído,Não,falha no item de atenção,s08__E3__baseline,7,18,s08,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,11,15,0.733,Não
P047,Português,concluído,Não,falha no item de atenção,s01__E2__pipeline,6,19,s01,E2,pipeline,facebook/blenderbot-400M-distill,12,11.5,1.043,Não
P047,Português,concluído,Não,falha no item de atenção,s07__E3__pipeline,7,20,s07,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,9,16.5,0.545,Não
P047,Português,concluído,Não,falha no item de atenção,s03__E2__baseline,7,21,s03,E2,linha de base,facebook/blenderbot-400M-distill,7,13,0.538,Não
P047,Português,concluído,Não,falha no item de atenção,s11__E2__pipeline,5,22,s11,E2,pipeline,facebook/blenderbot-400M-distill,12,16,0.750,Não
P047,Português,concluído,Não,falha no item de atenção,s11__E3__baseline,7,23,s11,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,8,20,0.400,Não
P047,Português,concluído,Não,falha no item de atenção,s09__E2__pipeline,7,24,s09,E2,pipeline,facebook/blenderbot-400M-distill,8,16,0.500,Não
P048,Português,em curso,,,,,,,,,,,,,
P049,Português,concluído,Sim,,s03__E1__baseline,4,1,s03,E1,linha de base,microsoft/DialoGPT-medium,,14,,Não
P049,Português,concluído,Sim,,s05__E2__baseline,4,2,s05,E2,linha de base,facebook/blenderbot-400M-distill,20,16,1.250,Não
P049,Português,concluído,Sim,,s08__E1__pipeline,1,3,s08,E1,pipeline,microsoft/DialoGPT-medium,14,10,1.400,Não
P049,Português,concluído,Sim,,s11__E4__pipeline,4,4,s11,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,34,14.5,2.345,Não
P049,Português,concluído,Sim,,s03__E4__baseline,5,5,s03,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,20,13,1.538,Não
P049,Português,concluído,Sim,,s11__E2__baseline,5,6,s11,E2,linha de base,facebook/blenderbot-400M-distill,12,16,0.750,Não
P049,Português,concluído,Sim,,s09__E1__pipeline,1,7,s09,E1,pipeline,microsoft/DialoGPT-medium,13,12,1.083,Não
P049,Português,concluído,Sim,,s12__E3__pipeline,7,8,s12,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,19,19,1.000,Não
P049,Português,concluído,Sim,,s06__E2__baseline,4,9,s06,E2,linha de base,facebook/blenderbot-400M-distill,40,14,2.857,Não
P049,Português,concluído,Sim,,s06__E3__pipeline,7,10,s06,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,17,18,0.944,Não
P049,Português,concluído,Sim,,s10__E4__baseline,7,11,s10,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,13,13,1.000,Não
P049,Português,concluído,Sim,,s08__E2__baseline,7,12,s08,E2,linha de base,facebook/blenderbot-400M-distill,13,14,0.929,Não
P049,Português,concluído,Sim,,s02__E4__baseline,7,13,s02,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,21,15,1.400,Não
P049,Português,concluído,Sim,,s12__E1__baseline,1,14,s12,E1,linha de base,microsoft/DialoGPT-medium,9,10,0.900,Não
P049,Português,concluído,Sim,,s07__E1__pipeline,1,15,s07,E1,pipeline,microsoft/DialoGPT-medium,12,12,1.000,Não
P049,Português,concluído,Sim,,s10__E2__pipeline,7,16,s10,E2,pipeline,facebook/blenderbot-400M-distill,9,11.5,0.783,Não
P049,Português,concluído,Sim,,s10__E3__pipeline,7,17,s10,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,17,20,0.850,Não
P049,Português,concluído,Sim,,s01__E1__baseline,1,18,s01,E1,linha de base,microsoft/DialoGPT-medium,16,8,2.000,Não
P049,Português,concluído,Sim,,s04__E2__pipeline,6,19,s04,E2,pipeline,facebook/blenderbot-400M-distill,27,14,1.929,Não
P049,Português,concluído,Sim,,s09__E3__pipeline,7,20,s09,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,24,17,1.412,Não
P049,Português,concluído,Sim,,s06__E2__pipeline,4,21,s06,E2,pipeline,facebook/blenderbot-400M-distill,13,15,0.867,Não
P049,Português,concluído,Sim,,s03__E3__pipeline,7,22,s03,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,21,15,1.400,Não
P049,Português,concluído,Sim,,s08__E3__pipeline,7,23,s08,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,23,21.5,1.070,Não
P049,Português,concluído,Sim,,s12__E4__baseline,7,24,s12,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,19,20,0.950,Não
P050,Português,em curso,,,s04__E1__pipeline,1,1,s04,E1,pipeline,microsoft/DialoGPT-medium,,13,,
P051,Português,concluído,Não,falha no item de atenção,s01__E1__pipeline,4,1,s01,E1,pipeline,microsoft/DialoGPT-medium,,17,,Não
P051,Português,concluído,Não,falha no item de atenção,s11__E3__pipeline,7,2,s11,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,36,19,1.895,Não
P051,Português,concluído,Não,falha no item de atenção,s04__E2__baseline,3,3,s04,E2,linha de base,facebook/blenderbot-400M-distill,46,13,3.538,Não
P051,Português,concluído,Não,falha no item de atenção,s12__E2__baseline,4,4,s12,E2,linha de base,facebook/blenderbot-400M-distill,54,20.5,2.634,Não
P051,Português,concluído,Não,falha no item de atenção,s08__E2__pipeline,7,5,s08,E2,pipeline,facebook/blenderbot-400M-distill,18,14,1.286,Não
P051,Português,concluído,Não,falha no item de atenção,s10__E2__baseline,6,6,s10,E2,linha de base,facebook/blenderbot-400M-distill,32,13.5,2.370,Não
P051,Português,concluído,Não,falha no item de atenção,s07__E2__pipeline,7,7,s07,E2,pipeline,facebook/blenderbot-400M-distill,16,20,0.800,Não
P051,Português,concluído,Não,falha no item de atenção,s05__E2__pipeline,7,8,s05,E2,pipeline,facebook/blenderbot-400M-distill,17,15,1.133,Não
P051,Português,concluído,Não,falha no item de atenção,s11__E1__baseline,6,9,s11,E1,linha de base,microsoft/DialoGPT-medium,57,9,6.333,Não
P051,Português,concluído,Não,falha no item de atenção,s10__E1__pipeline,1,10,s10,E1,pipeline,microsoft/DialoGPT-medium,16,10,1.600,Não
P051,Português,concluído,Não,falha no item de atenção,s08__E4__pipeline,7,11,s08,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,19,19.5,0.974,Não
P051,Português,concluído,Não,falha no item de atenção,s11__E1__pipeline,7,12,s11,E1,pipeline,microsoft/DialoGPT-medium,2,10,0.200,Não
P051,Português,concluído,Não,falha no item de atenção,s06__E4__baseline,7,13,s06,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,20,20,1.000,Não
P051,Português,concluído,Não,falha no item de atenção,s01__E4__pipeline,7,14,s01,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,15,25,0.600,Não
P051,Português,concluído,Não,falha no item de atenção,s03__E4__pipeline,7,15,s03,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,26,22,1.182,Não
P051,Português,concluído,Não,falha no item de atenção,s02__E2__pipeline,2,16,s02,E2,pipeline,facebook/blenderbot-400M-distill,17,13,1.308,Não
P051,Português,concluído,Não,falha no item de atenção,s04__E1__pipeline,2,17,s04,E1,pipeline,microsoft/DialoGPT-medium,23,13,1.769,Não
P051,Português,concluído,Não,falha no item de atenção,s10__E4__pipeline,5,18,s10,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,37,18,2.056,Não
P051,Português,concluído,Não,falha no item de atenção,s12__E2__pipeline,6,19,s12,E2,pipeline,facebook/blenderbot-400M-distill,43,20,2.150,Não
P051,Português,concluído,Não,falha no item de atenção,s04__E4__pipeline,5,20,s04,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,46,17.5,2.629,Não
P051,Português,concluído,Não,falha no item de atenção,s02__E3__pipeline,5,21,s02,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,26,25.5,1.020,Não
P051,Português,concluído,Não,falha no item de atenção,s07__E1__baseline,1,22,s07,E1,linha de base,microsoft/DialoGPT-medium,14,11,1.273,Não
P051,Português,concluído,Não,falha no item de atenção,s02__E4__pipeline,5,23,s02,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,29,15,1.933,Não
P051,Português,concluído,Não,falha no item de atenção,s02__E1__pipeline,3,24,s02,E1,pipeline,microsoft/DialoGPT-medium,28,10,2.800,Não
P051,Português,concluído,Não,falha no item de atenção,s02__E1__baseline,6,25,s02,E1,linha de base,microsoft/DialoGPT-medium,37,11,3.364,Não
P051,Português,concluído,Não,falha no item de atenção,s03__E2__pipeline,6,26,s03,E2,pipeline,facebook/blenderbot-400M-distill,7,14.5,0.483,Não
P051,Português,concluído,Não,falha no item de atenção,s08__E2__baseline,6,27,s08,E2,linha de base,facebook/blenderbot-400M-distill,12,14,0.857,Não
P051,Português,concluído,Não,falha no item de atenção,s09__E1__baseline,7,28,s09,E1,linha de base,microsoft/DialoGPT-medium,31,11,2.818,Não
P051,Português,concluído,Não,falha no item de atenção,s12__E3__baseline,7,29,s12,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,21,21,1.000,Não
P051,Português,concluído,Não,falha no item de atenção,s09__E3__pipeline,7,30,s09,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,21,17,1.235,Não
P051,Português,concluído,Não,falha no item de atenção,s10__E3__pipeline,7,31,s10,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,33,20,1.650,Não
P051,Português,concluído,Não,falha no item de atenção,s06__E4__pipeline,7,32,s06,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,13,13,1.000,Não
P051,Português,concluído,Não,falha no item de atenção,s05__E4__pipeline,7,33,s05,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,14,14,1.000,Não
P051,Português,concluído,Não,falha no item de atenção,s11__E4__pipeline,7,34,s11,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,12,14.5,0.828,Não
P051,Português,concluído,Não,falha no item de atenção,s03__E4__baseline,7,35,s03,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,12,13,0.923,Não
P051,Português,concluído,Não,falha no item de atenção,s11__E3__baseline,7,36,s11,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,16,20,0.800,Não
P051,Português,concluído,Não,falha no item de atenção,s08__E1__pipeline,1,37,s08,E1,pipeline,microsoft/DialoGPT-medium,15,10,1.500,Não
P051,Português,concluído,Não,falha no item de atenção,s11__E2__pipeline,4,38,s11,E2,pipeline,facebook/blenderbot-400M-distill,15,16,0.938,Não
P051,Português,concluído,Não,falha no item de atenção,s04__E4__baseline,7,39,s04,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,39,15,2.600,Não
P051,Português,concluído,Não,falha no item de atenção,s07__E4__baseline,7,40,s07,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,23,15.5,1.484,Não
P051,Português,concluído,Não,falha no item de atenção,s01__E3__pipeline,6,41,s01,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,26,19.5,1.333,Não
P052,Português,em curso,,,,,,,,,,,,,
P053,Português,em curso,,,s07__E4__baseline,7,1,s07,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,,15.5,,
P054,Português,em curso,,,,,,,,,,,,,
P055,Português,em curso,,,,,,,,,,,,,
P056,Português,concluído,Sim,ritmo demasiado rápido,s08__E2__pipeline,4,1,s08,E2,pipeline,facebook/blenderbot-400M-distill,,14,,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s04__E2__baseline,5,2,s04,E2,linha de base,facebook/blenderbot-400M-distill,11,13,0.846,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s03__E1__baseline,5,3,s03,E1,linha de base,microsoft/DialoGPT-medium,3,14,0.214,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s02__E4__pipeline,4,4,s02,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,8,15,0.533,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s02__E1__pipeline,1,5,s02,E1,pipeline,microsoft/DialoGPT-medium,73,10,7.300,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s04__E2__pipeline,3,6,s04,E2,pipeline,facebook/blenderbot-400M-distill,9,14,0.643,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s12__E2__pipeline,4,7,s12,E2,pipeline,facebook/blenderbot-400M-distill,12,20,0.600,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s06__E2__baseline,1,8,s06,E2,linha de base,facebook/blenderbot-400M-distill,19,14,1.357,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s11__E1__baseline,1,9,s11,E1,linha de base,microsoft/DialoGPT-medium,9,9,1.000,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s04__E4__pipeline,5,10,s04,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,14,17.5,0.800,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s08__E3__pipeline,6,11,s08,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,5,21.5,0.233,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s02__E2__pipeline,1,12,s02,E2,pipeline,facebook/blenderbot-400M-distill,8,13,0.615,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s07__E1__pipeline,1,13,s07,E1,pipeline,microsoft/DialoGPT-medium,5,12,0.417,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s12__E1__baseline,1,14,s12,E1,linha de base,microsoft/DialoGPT-medium,3,10,0.300,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s02__E3__pipeline,6,15,s02,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,5,25.5,0.196,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s07__E1__baseline,1,16,s07,E1,linha de base,microsoft/DialoGPT-medium,42,11,3.818,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s06__E2__pipeline,3,17,s06,E2,pipeline,facebook/blenderbot-400M-distill,51,15,3.400,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s11__E2__baseline,1,18,s11,E2,linha de base,facebook/blenderbot-400M-distill,4,16,0.250,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s08__E1__pipeline,1,19,s08,E1,pipeline,microsoft/DialoGPT-medium,3,10,0.300,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s05__E2__pipeline,1,20,s05,E2,pipeline,facebook/blenderbot-400M-distill,2,15,0.133,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s09__E3__pipeline,2,21,s09,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,2,17,0.118,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s01__E1__baseline,3,22,s01,E1,linha de base,microsoft/DialoGPT-medium,3,8,0.375,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s12__E2__baseline,4,23,s12,E2,linha de base,facebook/blenderbot-400M-distill,2,20.5,0.098,Sim
P056,Português,concluído,Sim,ritmo demasiado rápido,s12__E3__pipeline,6,24,s12,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,3,19,0.158,Sim
P057,Português,em curso,,,,,,,,,,,,,
P058,Português,em curso,,,,,,,,,,,,,
P059,Português,em curso,,,,,,,,,,,,,
P060,Português,em curso,,,s12__E2__baseline,3,1,s12,E2,linha de base,facebook/blenderbot-400M-distill,,20.5,,Não
P060,Português,em curso,,,s02__E4__pipeline,3,2,s02,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,5,15,0.333,Não
P060,Português,em curso,,,s12__E2__pipeline,4,3,s12,E2,pipeline,facebook/blenderbot-400M-distill,31,20,1.550,Não
P060,Português,em curso,,,s03__E1__pipeline,2,4,s03,E1,pipeline,microsoft/DialoGPT-medium,22,11,2.000,Não
P060,Português,em curso,,,s05__E3__pipeline,5,5,s05,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,21,18,1.167,Não
P060,Português,em curso,,,s11__E1__baseline,6,6,s11,E1,linha de base,microsoft/DialoGPT-medium,20,9,2.222,Não
P061,Português,em curso,,,,,,,,,,,,,
P062,Português,em curso,,,,,,,,,,,,,
P063,Português,concluído,Sim,,s05__E2__baseline,4,1,s05,E2,linha de base,facebook/blenderbot-400M-distill,,16,,Não
P063,Português,concluído,Sim,,s09__E1__pipeline,1,2,s09,E1,pipeline,microsoft/DialoGPT-medium,14,12,1.167,Não
P063,Português,concluído,Sim,,s06__E3__pipeline,7,3,s06,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,31,18,1.722,Não
P063,Português,concluído,Sim,,s01__E2__baseline,7,4,s01,E2,linha de base,facebook/blenderbot-400M-distill,10,14,0.714,Não
P063,Português,concluído,Sim,,s08__E2__baseline,1,5,s08,E2,linha de base,facebook/blenderbot-400M-distill,21,14,1.500,Não
P063,Português,concluído,Sim,,s12__E4__baseline,7,6,s12,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,23,20,1.150,Não
P063,Português,concluído,Sim,,s10__E3__pipeline,7,7,s10,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,24,20,1.200,Não
P063,Português,concluído,Sim,,s02__E4__baseline,7,8,s02,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,21,15,1.400,Não
P063,Português,concluído,Sim,,s01__E2__pipeline,4,9,s01,E2,pipeline,facebook/blenderbot-400M-distill,15,11.5,1.304,Não
P063,Português,concluído,Sim,,s02__E2__baseline,6,10,s02,E2,linha de base,facebook/blenderbot-400M-distill,11,15,0.733,Não
P063,Português,concluído,Sim,,s09__E1__baseline,1,11,s09,E1,linha de base,microsoft/DialoGPT-medium,10,11,0.909,Não
P063,Português,concluído,Sim,,s03__E1__pipeline,1,12,s03,E1,pipeline,microsoft/DialoGPT-medium,19,11,1.727,Não
P063,Português,concluído,Sim,,s06__E4__pipeline,7,13,s06,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,13,13,1.000,Não
P063,Português,concluído,Sim,,s12__E4__pipeline,6,14,s12,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,12,13,0.923,Não
P063,Português,concluído,Sim,,s12__E3__baseline,7,15,s12,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,19,21,0.905,Não
P063,Português,concluído,Sim,,s05__E3__pipeline,7,16,s05,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,18,18,1.000,Não
P063,Português,concluído,Sim,,s08__E3__baseline,7,17,s08,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,15,15,1.000,Não
P063,Português,concluído,Sim,,s08__E1__baseline,1,18,s08,E1,linha de base,microsoft/DialoGPT-medium,5,6,0.833,Não
P063,Português,concluído,Sim,,s11__E4__pipeline,5,19,s11,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,13,14.5,0.897,Não
P063,Português,concluído,Sim,,s05__E4__baseline,6,20,s05,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,8,13.5,0.593,Não
P063,Português,concluído,Sim,,s03__E3__pipeline,6,21,s03,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,29,15,1.933,Não
P063,Português,concluído,Sim,,s10__E4__baseline,6,22,s10,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,10,13,0.769,Não
P063,Português,concluído,Sim,,s03__E4__baseline,5,23,s03,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,10,13,0.769,Não
P063,Português,concluído,Sim,,s10__E2__pipeline,7,24,s10,E2,pipeline,facebook/blenderbot-400M-distill,10,11.5,0.870,Não
P064,Português,em curso,,,s03__E4__baseline,7,1,s03,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,,13,,Não
P064,Português,em curso,,,s08__E2__baseline,3,2,s08,E2,linha de base,facebook/blenderbot-400M-distill,25,14,1.786,Não
P064,Português,em curso,,,s11__E2__baseline,2,3,s11,E2,linha de base,facebook/blenderbot-400M-distill,20,16,1.250,Não
P064,Português,em curso,,,s11__E4__pipeline,1,4,s11,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,27,14.5,1.862,Não
P064,Português,em curso,,,s04__E2__pipeline,5,5,s04,E2,pipeline,facebook/blenderbot-400M-distill,19,14,1.357,Não
P065,Português,em curso,,,,,,,,,,,,,
P066,Português,em curso,,,,,,,,,,,,,
P067,Português,em curso,,,s04__E4__pipeline,6,1,s04,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,,17.5,,Não
